,incidentType,disasterType,DisasterLength,state,year,month,year_month
4952,Freezing,DR,3,FL,1990,1,1990_01
4965,Freezing,DR,3,FL,1990,1,1990_01
4966,Freezing,DR,3,FL,1990,1,1990_01
4982,Freezing,DR,3,FL,1990,1,1990_01
5026,Freezing,DR,3,FL,1990,1,1990_01
5049,Freezing,DR,3,FL,1990,1,1990_01
5071,Freezing,DR,3,FL,1990,1,1990_01
5074,Freezing,DR,3,FL,1990,1,1990_01
5083,Freezing,DR,3,FL,1990,1,1990_01
5109,Freezing,DR,3,FL,1990,1,1990_01
5153,Freezing,DR,3,FL,1990,1,1990_01
5253,Freezing,DR,3,FL,1990,1,1990_01
5464,Freezing,DR,3,FL,1990,1,1990_01
5505,Freezing,DR,3,FL,1990,1,1990_01
5588,Freezing,DR,3,FL,1990,1,1990_01
5594,Freezing,DR,3,FL,1990,1,1990_01
5618,Freezing,DR,3,FL,1990,1,1990_01
5686,Freezing,DR,3,FL,1990,1,1990_01
5689,Freezing,DR,3,FL,1990,1,1990_01
5691,Freezing,DR,3,FL,1990,1,1990_01
5701,Freezing,DR,3,FL,1990,1,1990_01
5703,Freezing,DR,3,FL,1990,1,1990_01
5711,Freezing,DR,3,FL,1990,1,1990_01
5732,Freezing,DR,3,FL,1990,1,1990_01
5765,Freezing,DR,3,FL,1990,1,1990_01
5803,Freezing,DR,3,FL,1990,1,1990_01
5818,Freezing,DR,3,FL,1990,1,1990_01
6097,Freezing,DR,3,FL,1990,1,1990_01
6319,Freezing,DR,3,FL,1990,1,1990_01
6354,Freezing,DR,3,FL,1990,1,1990_01
6393,Freezing,DR,3,FL,1990,1,1990_01
6520,Freezing,DR,3,FL,1990,1,1990_01
33692,Flood,DR,4,OR,1990,1,1990_01
33731,Flood,DR,4,OR,1990,1,1990_01
38243,Freezing,DR,4,TX,1990,1,1990_01
38728,Freezing,DR,4,TX,1990,1,1990_01
39322,Freezing,DR,4,TX,1990,1,1990_01
39985,Freezing,DR,4,TX,1990,1,1990_01
39992,Freezing,DR,4,TX,1990,1,1990_01
40357,Freezing,DR,4,TX,1990,1,1990_01
40383,Freezing,DR,4,TX,1990,1,1990_01
40709,Freezing,DR,4,TX,1990,1,1990_01
40733,Freezing,DR,4,TX,1990,1,1990_01
40927,Freezing,DR,4,TX,1990,1,1990_01
44572,Flood,DR,9,WA,1990,1,1990_01
44727,Flood,DR,9,WA,1990,1,1990_01
44733,Flood,DR,9,WA,1990,1,1990_01
44817,Flood,DR,9,WA,1990,1,1990_01
44870,Flood,DR,9,WA,1990,1,1990_01
44910,Flood,DR,9,WA,1990,1,1990_01
44952,Flood,DR,9,WA,1990,1,1990_01
165,Severe Storm(s),DR,14,AL,1990,2,1990_02
315,Severe Storm(s),DR,14,AL,1990,2,1990_02
345,Severe Storm(s),DR,14,AL,1990,2,1990_02
547,Severe Storm(s),DR,14,AL,1990,2,1990_02
592,Severe Storm(s),DR,14,AL,1990,2,1990_02
672,Severe Storm(s),DR,14,AL,1990,2,1990_02
674,Severe Storm(s),DR,14,AL,1990,2,1990_02
675,Severe Storm(s),DR,14,AL,1990,2,1990_02
679,Severe Storm(s),DR,14,AL,1990,2,1990_02
686,Severe Storm(s),DR,14,AL,1990,2,1990_02
693,Severe Storm(s),DR,14,AL,1990,2,1990_02
840,Severe Storm(s),DR,14,AL,1990,2,1990_02
845,Severe Storm(s),DR,14,AL,1990,2,1990_02
849,Severe Storm(s),DR,14,AL,1990,2,1990_02
904,Severe Storm(s),DR,14,AL,1990,2,1990_02
905,Severe Storm(s),DR,14,AL,1990,2,1990_02
915,Severe Storm(s),DR,14,AL,1990,2,1990_02
918,Severe Storm(s),DR,14,AL,1990,2,1990_02
1028,Severe Storm(s),DR,14,AL,1990,2,1990_02
1041,Severe Storm(s),DR,14,AL,1990,2,1990_02
1068,Severe Storm(s),DR,14,AL,1990,2,1990_02
1169,Severe Storm(s),DR,14,AL,1990,2,1990_02
1245,Severe Storm(s),DR,14,AL,1990,2,1990_02
1261,Severe Storm(s),DR,14,AL,1990,2,1990_02
1278,Severe Storm(s),DR,14,AL,1990,2,1990_02
1376,Severe Storm(s),DR,14,AL,1990,2,1990_02
1413,Severe Storm(s),DR,14,AL,1990,2,1990_02
6540,Severe Storm(s),DR,15,GA,1990,2,1990_02
6549,Severe Storm(s),DR,15,GA,1990,2,1990_02
6556,Severe Storm(s),DR,15,GA,1990,2,1990_02
6571,Severe Storm(s),DR,15,GA,1990,2,1990_02
6582,Severe Storm(s),DR,15,GA,1990,2,1990_02
6584,Severe Storm(s),DR,15,GA,1990,2,1990_02
6585,Severe Storm(s),DR,15,GA,1990,2,1990_02
6600,Severe Storm(s),DR,15,GA,1990,2,1990_02
6602,Severe Storm(s),DR,15,GA,1990,2,1990_02
6603,Severe Storm(s),DR,15,GA,1990,2,1990_02
6611,Severe Storm(s),DR,15,GA,1990,2,1990_02
6613,Severe Storm(s),DR,15,GA,1990,2,1990_02
6627,Severe Storm(s),DR,15,GA,1990,2,1990_02
6635,Severe Storm(s),DR,15,GA,1990,2,1990_02
6639,Severe Storm(s),DR,15,GA,1990,2,1990_02
6649,Severe Storm(s),DR,15,GA,1990,2,1990_02
6654,Severe Storm(s),DR,15,GA,1990,2,1990_02
6668,Severe Storm(s),DR,15,GA,1990,2,1990_02
6675,Severe Storm(s),DR,15,GA,1990,2,1990_02
6682,Severe Storm(s),DR,15,GA,1990,2,1990_02
6683,Severe Storm(s),DR,15,GA,1990,2,1990_02
6710,Severe Storm(s),DR,15,GA,1990,2,1990_02
6713,Severe Storm(s),DR,15,GA,1990,2,1990_02
6716,Severe Storm(s),DR,15,GA,1990,2,1990_02
6760,Severe Storm(s),DR,15,GA,1990,2,1990_02
6773,Severe Storm(s),DR,15,GA,1990,2,1990_02
6801,Severe Storm(s),DR,15,GA,1990,2,1990_02
6803,Severe Storm(s),DR,15,GA,1990,2,1990_02
6909,Severe Storm(s),DR,15,GA,1990,2,1990_02
6945,Severe Storm(s),DR,15,GA,1990,2,1990_02
7086,Severe Storm(s),DR,15,GA,1990,2,1990_02
7088,Severe Storm(s),DR,15,GA,1990,2,1990_02
7090,Severe Storm(s),DR,15,GA,1990,2,1990_02
7150,Severe Storm(s),DR,15,GA,1990,2,1990_02
7209,Severe Storm(s),DR,15,GA,1990,2,1990_02
7282,Severe Storm(s),DR,15,GA,1990,2,1990_02
7526,Severe Storm(s),DR,15,GA,1990,2,1990_02
7529,Severe Storm(s),DR,15,GA,1990,2,1990_02
22721,Severe Storm(s),DR,51,MS,1990,2,1990_02
22733,Severe Storm(s),DR,51,MS,1990,2,1990_02
22749,Severe Storm(s),DR,51,MS,1990,2,1990_02
22765,Severe Storm(s),DR,51,MS,1990,2,1990_02
22768,Severe Storm(s),DR,51,MS,1990,2,1990_02
22790,Severe Storm(s),DR,51,MS,1990,2,1990_02
22806,Severe Storm(s),DR,51,MS,1990,2,1990_02
22829,Severe Storm(s),DR,51,MS,1990,2,1990_02
22858,Severe Storm(s),DR,51,MS,1990,2,1990_02
22873,Severe Storm(s),DR,51,MS,1990,2,1990_02
22886,Severe Storm(s),DR,51,MS,1990,2,1990_02
22914,Severe Storm(s),DR,51,MS,1990,2,1990_02
22923,Severe Storm(s),DR,51,MS,1990,2,1990_02
22943,Severe Storm(s),DR,51,MS,1990,2,1990_02
22944,Severe Storm(s),DR,51,MS,1990,2,1990_02
22956,Severe Storm(s),DR,51,MS,1990,2,1990_02
22981,Severe Storm(s),DR,51,MS,1990,2,1990_02
22983,Severe Storm(s),DR,51,MS,1990,2,1990_02
23002,Severe Storm(s),DR,51,MS,1990,2,1990_02
23031,Severe Storm(s),DR,51,MS,1990,2,1990_02
23046,Severe Storm(s),DR,51,MS,1990,2,1990_02
23117,Severe Storm(s),DR,51,MS,1990,2,1990_02
23196,Severe Storm(s),DR,51,MS,1990,2,1990_02
23208,Severe Storm(s),DR,51,MS,1990,2,1990_02
23248,Severe Storm(s),DR,51,MS,1990,2,1990_02
23277,Severe Storm(s),DR,51,MS,1990,2,1990_02
23291,Severe Storm(s),DR,51,MS,1990,2,1990_02
23318,Severe Storm(s),DR,51,MS,1990,2,1990_02
23330,Severe Storm(s),DR,51,MS,1990,2,1990_02
23372,Severe Storm(s),DR,51,MS,1990,2,1990_02
23443,Severe Storm(s),DR,51,MS,1990,2,1990_02
23713,Severe Storm(s),DR,51,MS,1990,2,1990_02
23745,Severe Storm(s),DR,51,MS,1990,2,1990_02
23842,Severe Storm(s),DR,51,MS,1990,2,1990_02
23861,Severe Storm(s),DR,51,MS,1990,2,1990_02
37525,Flood,DR,6,TN,1990,2,1990_02
37761,Flood,DR,6,TN,1990,2,1990_02
37993,Flood,DR,6,TN,1990,2,1990_02
296,Severe Storm(s),DR,14,AL,1990,3,1990_03
323,Severe Storm(s),DR,14,AL,1990,3,1990_03
326,Severe Storm(s),DR,14,AL,1990,3,1990_03
433,Severe Storm(s),DR,14,AL,1990,3,1990_03
555,Severe Storm(s),DR,14,AL,1990,3,1990_03
557,Severe Storm(s),DR,14,AL,1990,3,1990_03
642,Severe Storm(s),DR,14,AL,1990,3,1990_03
666,Severe Storm(s),DR,14,AL,1990,3,1990_03
668,Severe Storm(s),DR,14,AL,1990,3,1990_03
699,Severe Storm(s),DR,14,AL,1990,3,1990_03
732,Severe Storm(s),DR,14,AL,1990,3,1990_03
799,Severe Storm(s),DR,14,AL,1990,3,1990_03
802,Severe Storm(s),DR,14,AL,1990,3,1990_03
821,Severe Storm(s),DR,14,AL,1990,3,1990_03
876,Severe Storm(s),DR,14,AL,1990,3,1990_03
924,Severe Storm(s),DR,14,AL,1990,3,1990_03
928,Severe Storm(s),DR,14,AL,1990,3,1990_03
1000,Severe Storm(s),DR,14,AL,1990,3,1990_03
1014,Severe Storm(s),DR,14,AL,1990,3,1990_03
1015,Severe Storm(s),DR,14,AL,1990,3,1990_03
1033,Severe Storm(s),DR,14,AL,1990,3,1990_03
1155,Severe Storm(s),DR,14,AL,1990,3,1990_03
1163,Severe Storm(s),DR,14,AL,1990,3,1990_03
1168,Severe Storm(s),DR,14,AL,1990,3,1990_03
1229,Severe Storm(s),DR,14,AL,1990,3,1990_03
1242,Severe Storm(s),DR,14,AL,1990,3,1990_03
1265,Severe Storm(s),DR,14,AL,1990,3,1990_03
1293,Severe Storm(s),DR,14,AL,1990,3,1990_03
1331,Severe Storm(s),DR,14,AL,1990,3,1990_03
1350,Severe Storm(s),DR,14,AL,1990,3,1990_03
1418,Severe Storm(s),DR,14,AL,1990,3,1990_03
1421,Severe Storm(s),DR,14,AL,1990,3,1990_03
1458,Severe Storm(s),DR,14,AL,1990,3,1990_03
10400,Severe Ice Storm,DR,2,IL,1990,3,1990_03
10552,Severe Ice Storm,DR,2,IL,1990,3,1990_03
10570,Severe Ice Storm,DR,2,IL,1990,3,1990_03
10651,Severe Ice Storm,DR,2,IL,1990,3,1990_03
10661,Severe Ice Storm,DR,2,IL,1990,3,1990_03
10668,Severe Ice Storm,DR,2,IL,1990,3,1990_03
10685,Severe Ice Storm,DR,2,IL,1990,3,1990_03
10880,Severe Ice Storm,DR,2,IL,1990,3,1990_03
11083,Severe Ice Storm,DR,2,IL,1990,3,1990_03
11195,Severe Ice Storm,DR,2,IL,1990,3,1990_03
4962,Flood,DR,25,FL,1990,4,1990_04
4964,Flood,DR,25,FL,1990,4,1990_04
4977,Flood,DR,25,FL,1990,4,1990_04
5111,Flood,DR,25,FL,1990,4,1990_04
5275,Flood,DR,25,FL,1990,4,1990_04
5291,Flood,DR,25,FL,1990,4,1990_04
5297,Flood,DR,25,FL,1990,4,1990_04
5321,Flood,DR,25,FL,1990,4,1990_04
5627,Flood,DR,25,FL,1990,4,1990_04
5847,Flood,DR,25,FL,1990,4,1990_04
6199,Flood,DR,25,FL,1990,4,1990_04
1605,Flood,DR,34,AR,1990,5,1990_05
1633,Flood,DR,34,AR,1990,5,1990_05
1698,Flood,DR,34,AR,1990,5,1990_05
1886,Flood,DR,34,AR,1990,5,1990_05
1963,Flood,DR,34,AR,1990,5,1990_05
2016,Flood,DR,34,AR,1990,5,1990_05
2091,Flood,DR,34,AR,1990,5,1990_05
2135,Flood,DR,34,AR,1990,5,1990_05
2159,Flood,DR,34,AR,1990,5,1990_05
2171,Flood,DR,34,AR,1990,5,1990_05
2181,Flood,DR,34,AR,1990,5,1990_05
2197,Flood,DR,34,AR,1990,5,1990_05
2209,Flood,DR,34,AR,1990,5,1990_05
2256,Flood,DR,34,AR,1990,5,1990_05
2269,Flood,DR,34,AR,1990,5,1990_05
2283,Flood,DR,34,AR,1990,5,1990_05
2366,Flood,DR,34,AR,1990,5,1990_05
2379,Flood,DR,34,AR,1990,5,1990_05
2381,Flood,DR,34,AR,1990,5,1990_05
2410,Flood,DR,34,AR,1990,5,1990_05
2478,Flood,DR,34,AR,1990,5,1990_05
2504,Flood,DR,34,AR,1990,5,1990_05
2597,Flood,DR,34,AR,1990,5,1990_05
2642,Flood,DR,34,AR,1990,5,1990_05
2687,Flood,DR,34,AR,1990,5,1990_05
2695,Flood,DR,34,AR,1990,5,1990_05
2696,Flood,DR,34,AR,1990,5,1990_05
2708,Flood,DR,34,AR,1990,5,1990_05
2712,Flood,DR,34,AR,1990,5,1990_05
2713,Flood,DR,34,AR,1990,5,1990_05
2720,Flood,DR,34,AR,1990,5,1990_05
2733,Flood,DR,34,AR,1990,5,1990_05
2750,Flood,DR,34,AR,1990,5,1990_05
2759,Flood,DR,34,AR,1990,5,1990_05
2777,Flood,DR,34,AR,1990,5,1990_05
2797,Flood,DR,34,AR,1990,5,1990_05
2807,Flood,DR,34,AR,1990,5,1990_05
8635,Flood,DR,50,IA,1990,5,1990_05
8657,Flood,DR,50,IA,1990,5,1990_05
8689,Flood,DR,50,IA,1990,5,1990_05
8699,Flood,DR,50,IA,1990,5,1990_05
8702,Flood,DR,50,IA,1990,5,1990_05
8713,Flood,DR,50,IA,1990,5,1990_05
8821,Flood,DR,50,IA,1990,5,1990_05
8952,Flood,DR,50,IA,1990,5,1990_05
8997,Flood,DR,50,IA,1990,5,1990_05
9273,Flood,DR,50,IA,1990,5,1990_05
9275,Flood,DR,50,IA,1990,5,1990_05
9278,Flood,DR,50,IA,1990,5,1990_05
9309,Flood,DR,50,IA,1990,5,1990_05
9390,Flood,DR,50,IA,1990,5,1990_05
9393,Flood,DR,50,IA,1990,5,1990_05
9511,Flood,DR,50,IA,1990,5,1990_05
9512,Flood,DR,50,IA,1990,5,1990_05
9518,Flood,DR,50,IA,1990,5,1990_05
9521,Flood,DR,50,IA,1990,5,1990_05
9523,Flood,DR,50,IA,1990,5,1990_05
9564,Flood,DR,50,IA,1990,5,1990_05
9573,Flood,DR,50,IA,1990,5,1990_05
9587,Flood,DR,50,IA,1990,5,1990_05
9635,Flood,DR,50,IA,1990,5,1990_05
9643,Flood,DR,50,IA,1990,5,1990_05
9644,Flood,DR,50,IA,1990,5,1990_05
9670,Flood,DR,50,IA,1990,5,1990_05
9720,Flood,DR,50,IA,1990,5,1990_05
9723,Flood,DR,50,IA,1990,5,1990_05
9727,Flood,DR,50,IA,1990,5,1990_05
9734,Flood,DR,50,IA,1990,5,1990_05
9792,Flood,DR,50,IA,1990,5,1990_05
9907,Flood,DR,50,IA,1990,5,1990_05
9922,Flood,DR,50,IA,1990,5,1990_05
9957,Flood,DR,50,IA,1990,5,1990_05
9980,Flood,DR,50,IA,1990,5,1990_05
9986,Flood,DR,50,IA,1990,5,1990_05
10018,Flood,DR,50,IA,1990,5,1990_05
10031,Flood,DR,50,IA,1990,5,1990_05
20958,Flood,DR,17,MO,1990,5,1990_05
20968,Flood,DR,17,MO,1990,5,1990_05
21192,Flood,DR,17,MO,1990,5,1990_05
21305,Flood,DR,17,MO,1990,5,1990_05
21428,Flood,DR,17,MO,1990,5,1990_05
21698,Flood,DR,17,MO,1990,5,1990_05
21897,Flood,DR,17,MO,1990,5,1990_05
22033,Flood,DR,17,MO,1990,5,1990_05
22124,Flood,DR,17,MO,1990,5,1990_05
22426,Flood,DR,17,MO,1990,5,1990_05
32356,Severe Storm(s),DR,49,OK,1990,5,1990_05
32708,Severe Storm(s),DR,49,OK,1990,5,1990_05
32820,Severe Storm(s),DR,49,OK,1990,5,1990_05
32910,Severe Storm(s),DR,49,OK,1990,5,1990_05
32933,Severe Storm(s),DR,49,OK,1990,5,1990_05
32945,Severe Storm(s),DR,49,OK,1990,5,1990_05
33041,Severe Storm(s),DR,49,OK,1990,5,1990_05
33063,Severe Storm(s),DR,49,OK,1990,5,1990_05
33150,Severe Storm(s),DR,49,OK,1990,5,1990_05
33234,Severe Storm(s),DR,49,OK,1990,5,1990_05
33274,Severe Storm(s),DR,49,OK,1990,5,1990_05
33284,Severe Storm(s),DR,49,OK,1990,5,1990_05
33288,Severe Storm(s),DR,49,OK,1990,5,1990_05
33300,Severe Storm(s),DR,49,OK,1990,5,1990_05
33306,Severe Storm(s),DR,49,OK,1990,5,1990_05
33350,Severe Storm(s),DR,49,OK,1990,5,1990_05
33407,Severe Storm(s),DR,49,OK,1990,5,1990_05
33410,Severe Storm(s),DR,49,OK,1990,5,1990_05
33434,Severe Storm(s),DR,49,OK,1990,5,1990_05
33449,Severe Storm(s),DR,49,OK,1990,5,1990_05
33490,Severe Storm(s),DR,49,OK,1990,5,1990_05
33505,Severe Storm(s),DR,49,OK,1990,5,1990_05
33533,Severe Storm(s),DR,49,OK,1990,5,1990_05
33546,Severe Storm(s),DR,49,OK,1990,5,1990_05
33549,Severe Storm(s),DR,49,OK,1990,5,1990_05
33551,Severe Storm(s),DR,49,OK,1990,5,1990_05
33553,Severe Storm(s),DR,49,OK,1990,5,1990_05
33569,Severe Storm(s),DR,49,OK,1990,5,1990_05
33586,Severe Storm(s),DR,49,OK,1990,5,1990_05
33593,Severe Storm(s),DR,49,OK,1990,5,1990_05
33594,Severe Storm(s),DR,49,OK,1990,5,1990_05
33607,Severe Storm(s),DR,49,OK,1990,5,1990_05
33611,Severe Storm(s),DR,49,OK,1990,5,1990_05
33615,Severe Storm(s),DR,49,OK,1990,5,1990_05
33624,Severe Storm(s),DR,49,OK,1990,5,1990_05
33659,Severe Storm(s),DR,49,OK,1990,5,1990_05
33661,Severe Storm(s),DR,49,OK,1990,5,1990_05
33663,Severe Storm(s),DR,49,OK,1990,5,1990_05
33666,Severe Storm(s),DR,49,OK,1990,5,1990_05
38163,Severe Storm(s),DR,45,TX,1990,5,1990_05
38258,Severe Storm(s),DR,45,TX,1990,5,1990_05
38265,Severe Storm(s),DR,45,TX,1990,5,1990_05
38266,Severe Storm(s),DR,45,TX,1990,5,1990_05
38336,Severe Storm(s),DR,45,TX,1990,5,1990_05
38337,Severe Storm(s),DR,45,TX,1990,5,1990_05
38343,Severe Storm(s),DR,45,TX,1990,5,1990_05
38349,Severe Storm(s),DR,45,TX,1990,5,1990_05
38411,Severe Storm(s),DR,45,TX,1990,5,1990_05
38545,Severe Storm(s),DR,45,TX,1990,5,1990_05
38589,Severe Storm(s),DR,45,TX,1990,5,1990_05
38664,Severe Storm(s),DR,45,TX,1990,5,1990_05
38675,Severe Storm(s),DR,45,TX,1990,5,1990_05
38688,Severe Storm(s),DR,45,TX,1990,5,1990_05
38913,Severe Storm(s),DR,45,TX,1990,5,1990_05
39024,Severe Storm(s),DR,45,TX,1990,5,1990_05
39031,Severe Storm(s),DR,45,TX,1990,5,1990_05
39267,Severe Storm(s),DR,45,TX,1990,5,1990_05
39405,Severe Storm(s),DR,45,TX,1990,5,1990_05
39530,Severe Storm(s),DR,45,TX,1990,5,1990_05
39576,Severe Storm(s),DR,45,TX,1990,5,1990_05
39779,Severe Storm(s),DR,45,TX,1990,5,1990_05
39861,Severe Storm(s),DR,45,TX,1990,5,1990_05
39879,Severe Storm(s),DR,45,TX,1990,5,1990_05
39885,Severe Storm(s),DR,45,TX,1990,5,1990_05
39893,Severe Storm(s),DR,45,TX,1990,5,1990_05
39916,Severe Storm(s),DR,45,TX,1990,5,1990_05
39930,Severe Storm(s),DR,45,TX,1990,5,1990_05
39933,Severe Storm(s),DR,45,TX,1990,5,1990_05
39937,Severe Storm(s),DR,45,TX,1990,5,1990_05
40011,Severe Storm(s),DR,45,TX,1990,5,1990_05
40015,Severe Storm(s),DR,45,TX,1990,5,1990_05
40021,Severe Storm(s),DR,45,TX,1990,5,1990_05
40140,Severe Storm(s),DR,45,TX,1990,5,1990_05
40167,Severe Storm(s),DR,45,TX,1990,5,1990_05
40244,Severe Storm(s),DR,45,TX,1990,5,1990_05
40248,Severe Storm(s),DR,45,TX,1990,5,1990_05
40254,Severe Storm(s),DR,45,TX,1990,5,1990_05
40381,Severe Storm(s),DR,45,TX,1990,5,1990_05
40487,Severe Storm(s),DR,45,TX,1990,5,1990_05
40585,Severe Storm(s),DR,45,TX,1990,5,1990_05
40595,Severe Storm(s),DR,45,TX,1990,5,1990_05
40608,Severe Storm(s),DR,45,TX,1990,5,1990_05
40619,Severe Storm(s),DR,45,TX,1990,5,1990_05
40711,Severe Storm(s),DR,45,TX,1990,5,1990_05
40820,Severe Storm(s),DR,45,TX,1990,5,1990_05
40868,Severe Storm(s),DR,45,TX,1990,5,1990_05
40869,Severe Storm(s),DR,45,TX,1990,5,1990_05
40874,Severe Storm(s),DR,45,TX,1990,5,1990_05
40939,Severe Storm(s),DR,45,TX,1990,5,1990_05
40965,Severe Storm(s),DR,45,TX,1990,5,1990_05
40969,Severe Storm(s),DR,45,TX,1990,5,1990_05
40977,Severe Storm(s),DR,45,TX,1990,5,1990_05
40979,Severe Storm(s),DR,45,TX,1990,5,1990_05
40984,Severe Storm(s),DR,45,TX,1990,5,1990_05
40986,Severe Storm(s),DR,45,TX,1990,5,1990_05
41091,Severe Storm(s),DR,45,TX,1990,5,1990_05
41100,Severe Storm(s),DR,45,TX,1990,5,1990_05
41322,Severe Storm(s),DR,45,TX,1990,5,1990_05
41336,Severe Storm(s),DR,45,TX,1990,5,1990_05
41463,Severe Storm(s),DR,45,TX,1990,5,1990_05
41567,Severe Storm(s),DR,45,TX,1990,5,1990_05
41570,Severe Storm(s),DR,45,TX,1990,5,1990_05
41802,Severe Storm(s),DR,45,TX,1990,5,1990_05
3084,Fire,DR,8,CA,1990,6,1990_06
3750,Fire,DR,8,CA,1990,6,1990_06
3876,Fire,DR,8,CA,1990,6,1990_06
4144,Fire,DR,8,CA,1990,6,1990_06
10332,Severe Storm(s),DR,50,IL,1990,6,1990_06
10337,Severe Storm(s),DR,50,IL,1990,6,1990_06
10339,Severe Storm(s),DR,50,IL,1990,6,1990_06
10372,Severe Storm(s),DR,50,IL,1990,6,1990_06
10420,Severe Storm(s),DR,50,IL,1990,6,1990_06
10463,Severe Storm(s),DR,50,IL,1990,6,1990_06
10503,Severe Storm(s),DR,50,IL,1990,6,1990_06
10617,Severe Storm(s),DR,50,IL,1990,6,1990_06
10779,Severe Storm(s),DR,50,IL,1990,6,1990_06
10823,Severe Storm(s),DR,50,IL,1990,6,1990_06
10860,Severe Storm(s),DR,50,IL,1990,6,1990_06
10861,Severe Storm(s),DR,50,IL,1990,6,1990_06
11039,Severe Storm(s),DR,50,IL,1990,6,1990_06
11063,Severe Storm(s),DR,50,IL,1990,6,1990_06
11067,Severe Storm(s),DR,50,IL,1990,6,1990_06
11121,Severe Storm(s),DR,50,IL,1990,6,1990_06
11333,Severe Storm(s),DR,45,IN,1990,6,1990_06
11340,Severe Storm(s),DR,45,IN,1990,6,1990_06
11349,Severe Storm(s),DR,45,IN,1990,6,1990_06
11403,Severe Storm(s),DR,45,IN,1990,6,1990_06
11407,Severe Storm(s),DR,45,IN,1990,6,1990_06
11438,Severe Storm(s),DR,45,IN,1990,6,1990_06
11470,Severe Storm(s),DR,45,IN,1990,6,1990_06
11501,Severe Storm(s),DR,45,IN,1990,6,1990_06
11548,Severe Storm(s),DR,45,IN,1990,6,1990_06
11553,Severe Storm(s),DR,45,IN,1990,6,1990_06
11588,Severe Storm(s),DR,45,IN,1990,6,1990_06
11589,Severe Storm(s),DR,45,IN,1990,6,1990_06
11674,Severe Storm(s),DR,45,IN,1990,6,1990_06
11748,Severe Storm(s),DR,45,IN,1990,6,1990_06
11820,Severe Storm(s),DR,45,IN,1990,6,1990_06
11833,Severe Storm(s),DR,45,IN,1990,6,1990_06
11955,Severe Storm(s),DR,45,IN,1990,6,1990_06
11968,Severe Storm(s),DR,45,IN,1990,6,1990_06
12081,Severe Storm(s),DR,45,IN,1990,6,1990_06
12204,Severe Storm(s),DR,45,IN,1990,6,1990_06
12303,Severe Storm(s),DR,45,IN,1990,6,1990_06
12336,Severe Storm(s),DR,45,IN,1990,6,1990_06
12465,Severe Storm(s),DR,45,IN,1990,6,1990_06
12480,Severe Storm(s),DR,45,IN,1990,6,1990_06
12484,Severe Storm(s),DR,45,IN,1990,6,1990_06
12489,Severe Storm(s),DR,45,IN,1990,6,1990_06
12497,Severe Storm(s),DR,45,IN,1990,6,1990_06
12523,Severe Storm(s),DR,45,IN,1990,6,1990_06
12525,Severe Storm(s),DR,45,IN,1990,6,1990_06
12562,Severe Storm(s),DR,45,IN,1990,6,1990_06
30811,Severe Storm(s),DR,49,OH,1990,6,1990_06
30846,Severe Storm(s),DR,49,OH,1990,6,1990_06
30849,Severe Storm(s),DR,49,OH,1990,6,1990_06
30893,Severe Storm(s),DR,49,OH,1990,6,1990_06
30963,Severe Storm(s),DR,49,OH,1990,6,1990_06
30978,Severe Storm(s),DR,49,OH,1990,6,1990_06
31007,Severe Storm(s),DR,49,OH,1990,6,1990_06
31024,Severe Storm(s),DR,49,OH,1990,6,1990_06
31060,Severe Storm(s),DR,49,OH,1990,6,1990_06
31075,Severe Storm(s),DR,49,OH,1990,6,1990_06
31159,Severe Storm(s),DR,49,OH,1990,6,1990_06
31239,Severe Storm(s),DR,49,OH,1990,6,1990_06
31311,Severe Storm(s),DR,49,OH,1990,6,1990_06
31316,Severe Storm(s),DR,49,OH,1990,6,1990_06
31341,Severe Storm(s),DR,49,OH,1990,6,1990_06
31471,Severe Storm(s),DR,49,OH,1990,6,1990_06
31472,Severe Storm(s),DR,49,OH,1990,6,1990_06
31473,Severe Storm(s),DR,49,OH,1990,6,1990_06
31474,Severe Storm(s),DR,49,OH,1990,6,1990_06
31522,Severe Storm(s),DR,49,OH,1990,6,1990_06
31529,Severe Storm(s),DR,49,OH,1990,6,1990_06
31596,Severe Storm(s),DR,49,OH,1990,6,1990_06
31603,Severe Storm(s),DR,49,OH,1990,6,1990_06
31625,Severe Storm(s),DR,49,OH,1990,6,1990_06
31742,Severe Storm(s),DR,49,OH,1990,6,1990_06
27037,Severe Storm(s),DR,51,NE,1990,7,1990_07
27042,Severe Storm(s),DR,51,NE,1990,7,1990_07
27101,Severe Storm(s),DR,51,NE,1990,7,1990_07
27120,Severe Storm(s),DR,51,NE,1990,7,1990_07
27127,Severe Storm(s),DR,51,NE,1990,7,1990_07
27182,Severe Storm(s),DR,51,NE,1990,7,1990_07
27227,Severe Storm(s),DR,51,NE,1990,7,1990_07
27244,Severe Storm(s),DR,51,NE,1990,7,1990_07
27249,Severe Storm(s),DR,51,NE,1990,7,1990_07
27322,Severe Storm(s),DR,51,NE,1990,7,1990_07
27324,Severe Storm(s),DR,51,NE,1990,7,1990_07
27357,Severe Storm(s),DR,51,NE,1990,7,1990_07
27598,Severe Storm(s),DR,51,NE,1990,7,1990_07
27663,Severe Storm(s),DR,51,NE,1990,7,1990_07
27729,Severe Storm(s),DR,51,NE,1990,7,1990_07
27761,Severe Storm(s),DR,51,NE,1990,7,1990_07
27883,Severe Storm(s),DR,51,NE,1990,7,1990_07
27947,Severe Storm(s),DR,51,NE,1990,7,1990_07
27960,Severe Storm(s),DR,51,NE,1990,7,1990_07
